"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-","GP","FGM","FGA","3PTM","FTM","FTA","PTS","OREB","DREB","AST","ST","BLK","TO"
"Beno Udrih","(N/A)","PG,G,Flx","1201","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Ulis","(N/A)","PG,G,Flx","1202","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Upshaw","(N/A)","C,Flx","1203","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrod Uthoff","(N/A)","PF,Flx","1204","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Varejao","GS","PF,C,Flx","1205","FA","MIN Mon 10:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greivis Vasquez","BKN","PG,SG,G,Flx","1206","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rashad Vaughn","ORL","SG,G,SF,Flx","1207","FA","CHI Mon 7:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Vinicius","MEM","SF,PF,Flx","1208","FA","SA Mon 8:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Voskuhl","(N/A)","C,Flx","1209","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Walden","(N/A)","PG,G,Flx","1210","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Walton","(N/A)","SF,Flx","1211","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Washburn","(N/A)","C,Flx","1212","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Washington","(N/A)","PF,C,Flx","1213","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Wear","SAC","PF,Flx","1214","FA","HOU Mon 10:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Webb III","(N/A)","SF,Flx","1215","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Briante Weber","MIA","PG,G,Flx","1216","FA","UTA Mon 7:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Webster","(N/A)","PG,G,Flx","1217","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martell Webster","(N/A)","SG,G,SF,Flx","1218","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Westbrook","(N/A)","SG,G,Flx","1219","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew White III","(N/A)","SF,Flx","1220","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James White","(N/A)","SG,G,SF,Flx","1221","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Whitehead","(N/A)","PG,SG,G,Flx","1222","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Wiggins","MIN","SG,G,Flx","1223","FA","@GS Mon 10:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scottie Wilbekin","(N/A)","PG,G,Flx","1224","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CJ Wilcox","(N/A)","SG,G,Flx","1225","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Wiley","BKN","PG,G,Flx","1226","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Wilkerson","(N/A)","SF,PF,Flx","1227","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deron Williams","(N/A)","PG,G,Flx","1228","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derrick Williams","LAL","SF,PF,Flx","1229","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donell Williams","LAC","PG,SG,G,Flx","1230","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Williams","SAC","PG,G,Flx","1231","FA","HOU Mon 10:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T.J. Williams","(N/A)","SG,G,Flx","1232","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Wiltjer","TOR","PF,Flx","1233","FA","@IND Mon 7:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Wise","(N/A)","PG,G,Flx","1234","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Todd Withers","(N/A)","PF,Flx","1235","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wesley Witherspoon","(N/A)","SG,G,SF,Flx","1236","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Withey","DAL","C,Flx","1237","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Wolters","UTA","PG,G,Flx","1238","FA","@MIA Mon 7:30PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Wood","(N/A)","SF,Flx","1239","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Loren Woods","CLE","C,Flx","1240","FA","ATL Mon 7:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandan Wright","HOU","PF,C,Flx","1241","FA","@SAC Mon 10:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Wright","OKC","SF,PF,Flx","1242","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dorell Wright","(N/A)","SG,G,SF,Flx","1243","FA","","0","0","0%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joel Wright","(N/A)","SF,Flx","1244","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tony Wroten","(N/A)","PG,SG,G,Flx","1245","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Khalif Wyatt","(N/A)","PG,G,Flx","1246","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ding Yanyuhang","(N/A)","SF,Flx","1247","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe York","(N/A)","PG,G,Flx","1248","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Young","MIL","SG,G,Flx","1249","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Young","(N/A)","PG,SG,G,Flx","1250","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patric Young","NO","PF,Flx","1251","FA","@POR Mon 10:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sun Yue","(N/A)","SF,PF,Flx","1252","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Talib Zanna","(N/A)","PF,Flx","1253","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Zeisloft","IND","PG,G,Flx","1254","FA","TOR Mon 7:00PM","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wang Zhelin","(N/A)","C,Flx","1255","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Zimmerman Jr.","(N/A)","PF,Flx","1256","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul Zipser","(N/A)","SF,PF,Flx","1257","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maik Zirbes","(N/A)","C,Flx","1258","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"George de Paula","(N/A)","PG,G,Flx","1259","FA","","0","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keldon Johnson","SA","SF,Flx","1260","TOR","@MEM Mon 8:00PM","-0.5","-0.5","12%","+0.4%","1","0","1","0","0","0","0","0","0","0","0","0","0"
"Jared Harper","PHO","PG,G,Flx","1261","FA","DEN Mon 9:00PM","-0.5","-0.5","0%","+0.1%","1","0","1","0","0","0","0","0","0","0","0","0","0"
"Brandon Goodwin","ATL","PG,G,Flx","1262","FA","@CLE Mon 7:00PM","-2.5","-1.25","0%","+0.1%","2","0","1","0","0","0","0","0","0","0","0","0","2"
